# chunk 1009 1409 levels 0..0 squares 64
1009 1409 8072 11272 0 | diamondFloor,exterior,solidfloor | 104=14 | 134004735 134004735 0 | 0 0 1 | 112 | -1 | @8032,11272
998 1407 7991 11258 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=179,147=5,150=1,156=4,158=0,178=0 | 134113791 134113791 0 | 1 0 0 | 31 | 12103557142544429 | @7968,11216
998 1407 7984 11259 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=10 | 134151167 134151167 76695552 | 0 0 0 | 241 | -1 | @7968,11216
998 1407 7985 11259 0 | WallW,attachedFloor,attachedW,collideW,container,cutW,diamondFloor,solidfloor,solidtrans | 23=7,37=12,39=0,63=268,70=1,95=2,109=0,117=25,118=1,137=1,138=55,147=2,149=0,150=1,156=4,158=0,161=98,162=2,178=0,181=0,197=4,200=2,207=3 | 134201343 134201343 19173888 | 1 0 0 | 255 | 12103557142544435 | @7968,11216
998 1407 7986 11259 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=177,147=5,150=1,156=4,158=0,178=0 | 134001663 134001663 0 | 1 0 0 | 255 | 12103557142544435 | @7968,11216
998 1407 7987 11259 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=177,147=5,150=1,156=4,158=0,178=0 | 133964287 133964287 0 | 1 0 0 | 255 | 12103557142544435 | @7968,11216
998 1407 7988 11259 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=177,147=5,150=1,156=4,158=0,178=0 | 134113791 134113791 76695552 | 1 0 0 | 255 | 12103557142544435 | @7968,11216
998 1407 7989 11259 0 | WallW,attachedFloor,collideW,container,cutW,diamondFloor,solidfloor,solidtrans | 9=0,23=7,37=72,39=0,63=608,70=15,95=1,105=100,109=15,117=18,118=1,137=0,138=55,144=97,147=0,149=0,150=1,156=4,157=0,158=0,161=93,172=4,178=0,181=0,197=8,207=6 | 134201343 134201343 19173888 | 1 0 0 | 255 | 12103557142544429 | @7968,11216
998 1407 7990 11259 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=179,147=5,150=1,156=4,158=0,178=0 | 134001663 134001663 0 | 1 0 0 | 255 | 12103557142544429 | @7968,11216
998 1407 7991 11259 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=179,147=5,150=1,156=4,158=0,178=0 | 134113791 134113791 0 | 1 0 0 | 31 | 12103557142544429 | @7968,11216
998 1407 7984 11260 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=10 | 134151167 134151167 76695552 | 0 0 0 | 241 | -1 | @7968,11216
998 1407 7985 11260 0 | WallW,attachedFloor,attachedW,collideW,container,cutW,diamondFloor,solidfloor,solidtrans | 23=7,37=12,39=0,63=268,70=1,95=2,109=0,117=25,118=1,137=1,138=55,147=2,149=0,150=1,156=4,158=0,161=97,162=2,178=0,181=0,197=4,200=2,207=6 | 134201343 134201343 19173888 | 1 0 0 | 255 | 12103557142544435 | @7968,11216
998 1407 7986 11260 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=177,147=5,150=1,156=4,158=0,178=0 | 134001663 134001663 0 | 1 0 0 | 255 | 12103557142544435 | @7968,11216
998 1407 7987 11260 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=177,147=5,150=1,156=4,158=0,178=0 | 133964287 133964287 0 | 1 0 0 | 255 | 12103557142544435 | @7968,11216
998 1407 7988 11260 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=177,147=5,150=1,156=4,158=0,178=0 | 134113791 134113791 76695552 | 1 0 0 | 255 | 12103557142544435 | @7968,11216
998 1407 7989 11260 0 | WallW,attachedFloor,collideW,container,cutW,diamondFloor,solidfloor,solidtrans | 9=0,23=7,37=72,39=0,63=608,70=15,95=1,105=101,109=15,117=18,118=1,137=0,138=55,144=98,147=0,149=0,150=1,156=4,157=0,158=0,161=94,172=4,178=0,181=0,197=8,207=3 | 134201343 134201343 19173888 | 1 0 0 | 255 | 12103557142544429 | @7968,11216
998 1407 7990 11260 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=179,147=5,150=1,156=4,158=0,178=0 | 134001663 134001663 0 | 1 0 0 | 255 | 12103557142544429 | @7968,11216
998 1407 7991 11260 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=179,147=5,150=1,156=4,158=0,178=0 | 134113791 134113791 0 | 1 0 0 | 31 | 12103557142544429 | @7968,11216
998 1407 7984 11261 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=10 | 134151167 134151167 76695552 | 0 0 0 | 241 | -1 | @7968,11216
998 1407 7985 11261 0 | WallW,attachedFloor,attachedW,collideW,container,cutW,diamondFloor,solidfloor,solidtrans | 23=7,37=12,39=0,63=268,70=1,95=2,109=0,117=25,118=1,137=1,138=55,147=2,149=0,150=1,156=4,158=0,161=98,162=2,178=0,181=0,197=4,200=2,207=3 | 134201343 134201343 19173888 | 1 0 0 | 255 | 12103557142544435 | @7968,11216
998 1407 7986 11261 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=177,147=5,150=1,156=4,158=0,178=0 | 134001663 134001663 0 | 1 0 0 | 255 | 12103557142544435 | @7968,11216
998 1407 7987 11261 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=177,147=5,150=1,156=4,158=0,178=0 | 133964287 133964287 0 | 1 0 0 | 255 | 12103557142544435 | @7968,11216
998 1407 7988 11261 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=177,147=5,150=1,156=4,158=0,178=0 | 134113791 134113791 76695552 | 1 0 0 | 255 | 12103557142544435 | @7968,11216
998 1407 7989 11261 0 | WallW,attachedFloor,collideW,container,cutW,diamondFloor,solidfloor,solidtrans | 9=0,23=7,37=72,39=0,63=608,70=15,95=1,105=100,109=15,117=18,118=1,137=0,138=55,144=97,147=0,149=0,150=1,156=4,157=0,158=0,161=93,172=4,178=0,181=0,197=8,207=6 | 134201343 134201343 19173888 | 1 0 0 | 255 | 12103557142544429 | @7968,11216
998 1407 7990 11261 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=179,147=5,150=1,156=4,158=0,178=0 | 134001663 134001663 0 | 1 0 0 | 255 | 12103557142544429 | @7968,11216
998 1407 7991 11261 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=179,147=5,150=1,156=4,158=0,178=0 | 134113791 134113791 0 | 1 0 0 | 31 | 12103557142544429 | @7968,11216
998 1407 7984 11262 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=10 | 134151167 134151167 76695552 | 0 0 0 | 241 | -1 | @7968,11216
998 1407 7985 11262 0 | WallW,attachedFloor,attachedW,collideW,container,cutW,diamondFloor,solidfloor,solidtrans | 23=7,39=0,70=14,90=2,91=0,92=81,95=2,109=7,117=41,137=1,138=403,147=0,149=0,150=1,156=4,158=0,162=39,174=0,178=0,181=0,197=10,200=39 | 134004735 134004735 19173888 | 1 0 0 | 255 | 12103557142544435 | @7968,11216
998 1407 7986 11262 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=177,147=5,150=1,156=4,158=0,178=0 | 134001663 134001663 0 | 1 0 0 | 255 | 12103557142544435 | @7968,11216
998 1407 7987 11262 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=177,147=5,150=1,156=4,158=0,178=0 | 133964287 133964287 0 | 1 0 0 | 255 | 12103557142544435 | @7968,11216
998 1407 7988 11262 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=177,147=5,150=1,156=4,158=0,178=0 | 134113791 134113791 76695552 | 1 0 0 | 255 | 12103557142544435 | @7968,11216
998 1407 7989 11262 0 | WallW,attachedFloor,collideW,container,cutW,diamondFloor,solidfloor,solidtrans | 9=0,23=7,37=72,39=0,63=608,70=15,95=1,105=101,109=15,117=18,118=1,137=0,138=55,144=98,147=0,149=0,150=1,156=4,157=0,158=0,161=94,172=4,178=0,181=0,197=8,207=3 | 134201343 134201343 19173888 | 1 0 0 | 255 | 12103557142544429 | @7968,11216
998 1407 7990 11262 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=179,147=5,150=1,156=4,158=0,178=0 | 134001663 134001663 0 | 1 0 0 | 255 | 12103557142544429 | @7968,11216
998 1407 7991 11262 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=179,147=5,150=1,156=4,158=0,178=0 | 134113791 134113791 0 | 1 0 0 | 31 | 12103557142544429 | @7968,11216
998 1407 7984 11263 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=10 | 134216703 134216703 9455616 | 0 0 0 | 193 | -1 | @7968,11216
998 1407 7985 11263 0 | WallW,attachedFloor,attachedW,collideW,cutW,diamondFloor,solidfloor | 23=7,70=14,95=2,109=23,137=1,138=177,147=5,149=0,150=1,156=4,158=0,178=0 | 134201343 134201343 2363904 | 1 0 0 | 199 | 12103557142544435 | @7968,11216
998 1407 7986 11263 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=177,147=5,150=1,156=4,158=0,178=0 | 134194175 134194175 0 | 1 0 0 | 199 | 12103557142544435 | @7968,11216
998 1407 7987 11263 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=177,147=5,150=1,156=4,158=0,178=0 | 134193663 134193663 0 | 1 0 0 | 199 | 12103557142544435 | @7968,11216
998 1407 7988 11263 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=177,147=5,150=1,156=4,158=0,178=0 | 134212095 134212095 9455616 | 1 0 0 | 199 | 12103557142544435 | @7968,11216
998 1407 7989 11263 0 | WallW,attachedFloor,collideW,container,cutW,diamondFloor,solidfloor,solidtrans | 9=0,23=7,37=72,39=0,63=608,70=15,95=1,105=100,109=15,117=18,118=1,137=0,138=55,144=97,147=0,149=0,150=1,156=4,157=0,158=0,161=93,172=4,178=0,181=0,197=8,207=6 | 134201343 134201343 2363904 | 1 0 0 | 199 | 12103557142544429 | @7968,11216
998 1407 7990 11263 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=179,147=5,150=1,156=4,158=0,178=0 | 134198271 134198271 0 | 1 0 0 | 199 | 12103557142544429 | @7968,11216
998 1407 7991 11263 0 | attachedFloor,diamondFloor,solidfloor | 23=7,95=2,109=23,137=1,138=179,147=5,150=1,156=4,158=0,178=0 | 134212095 134212095 0 | 1 0 0 | 7 | 12103557142544429 | @7968,11216
998 1407 7984 11256 1 | exterior |  | 134152175 134217583 75645216 | 0 0 0 | 112 | -1 | -
998 1407 7985 11256 1 | WallW,collideW,cutW | 70=14,149=0 | 134004735 134217687 132157512 | 1 0 0 | 124 | 12103557142544490 | -
998 1407 7986 11256 1 |  |  | 133967855 134217551 132120576 | 1 0 0 | 124 | 12103557142544490 | -
998 1407 7987 11256 1 |  |  | 133967855 134217543 132120576 | 1 0 0 | 124 | 12103557142544490 | -
998 1407 7988 11256 1 |  |  | 134115311 134217543 132268320 | 1 0 0 | 124 | 12103557142544490 | -
998 1407 7989 11256 1 | WallW,collideW,cutW | 9=0,70=15,149=0,157=0,172=4 | 134004719 134217671 132157512 | 1 0 0 | 124 | 12103557142544486 | -
998 1407 7990 11256 1 |  |  | 133967855 134217543 132120576 | 1 0 0 | 124 | 12103557142544486 | -
998 1407 7991 11256 1 |  |  | 134115311 134217575 56623104 | 1 0 0 | 28 | 12103557142544486 | -
998 1407 7984 11257 1 | exterior |  | 134151151 134217581 76695844 | 0 0 0 | 241 | -1 | -
998 1407 7985 11257 1 | WallW,collideW,cutW | 70=14,149=0 | 134001663 134217687 133993033 | 1 0 0 | 255 | 12103557142544490 | -
998 1407 7986 11257 1 |  |  | 133964271 134217549 133955584 | 1 0 0 | 255 | 12103557142544490 | -
998 1407 7987 11257 1 |  |  | 133964271 134217541 133955584 | 1 0 0 | 255 | 12103557142544490 | -
998 1407 7988 11257 1 |  |  | 134113775 134217573 134105380 | 1 0 0 | 255 | 12103557142544490 | -
998 1407 7989 11257 1 | WallW,collideW,cutW | 9=0,70=15,149=0,157=0,172=4 | 134001663 134217685 133993033 | 1 0 0 | 255 | 12103557142544486 | -
998 1407 7990 11257 1 |  |  | 133964271 134217549 133955584 | 1 0 0 | 255 | 12103557142544486 | -
998 1407 7991 11257 1 |  |  | 134113775 134217573 57409536 | 1 0 0 | 31 | 12103557142544486 | -
998 1407 7984 11258 1 | exterior |  | 134151151 134217581 76695844 | 0 0 0 | 241 | -1 | -
998 1407 7985 11258 1 | WallW,collideW,cutW | 70=14,149=0 | 134001663 134217687 133993033 | 1 0 0 | 255 | 12103557142544490 | -
998 1407 7986 11258 1 |  |  | 133964271 134217549 133955584 | 1 0 0 | 255 | 12103557142544490 | -
998 1407 7987 11258 1 |  |  | 133964271 134217541 133955584 | 1 0 0 | 255 | 12103557142544490 | -
998 1407 7988 11258 1 |  |  | 134113775 134217573 134105380 | 1 0 0 | 255 | 12103557142544490 | -
998 1407 7989 11258 1 | WallW,collideW,cutW | 9=0,70=15,149=0,157=0,172=4 | 134001663 134217687 133993033 | 1 0 0 | 255 | 12103557142544486 | -
998 1407 7990 11258 1 |  |  | 133964271 134217549 133955584 | 1 0 0 | 255 | 12103557142544486 | -
998 1407 7991 11258 1 |  |  | 134113775 134217573 57409536 | 1 0 0 | 31 | 12103557142544486 | -
998 1407 7984 11259 1 | exterior |  | 134151151 134217581 76695844 | 0 0 0 | 241 | -1 | -
998 1407 7985 11259 1 | WallW,collideW,cutW | 70=14,149=0 | 134001663 134217687 133993033 | 1 0 0 | 255 | 12103557142544490 | -
998 1407 7986 11259 1 |  |  | 133964271 134217549 133955584 | 1 0 0 | 255 | 12103557142544490 | -
998 1407 7987 11259 1 |  |  | 133964271 134217541 133955584 | 1 0 0 | 255 | 12103557142544490 | -
998 1407 7988 11259 1 |  |  | 134113775 134217573 134105380 | 1 0 0 | 255 | 12103557142544490 | -
998 1407 7989 11259 1 | WallW,collideW,cutW | 9=0,70=15,149=0,157=0,172=4 | 134001663 134217687 133993033 | 1 0 0 | 255 | 12103557142544486 | -
998 1407 7990 11259 1 |  |  | 133964271 134217549 133955584 | 1 0 0 | 255 | 12103557142544486 | -
998 1407 7991 11259 1 |  |  | 134113775 134217573 57409536 | 1 0 0 | 31 | 12103557142544486 | -
998 1407 7984 11260 1 | exterior |  | 134151151 134217581 76695844 | 0 0 0 | 241 | -1 | -
998 1407 7985 11260 1 | WallW,collideW,cutW | 70=14,149=0 | 134001663 134217687 133993033 | 1 0 0 | 255 | 12103557142544490 | -
998 1407 7986 11260 1 |  |  | 133964271 134217549 133955584 | 1 0 0 | 255 | 12103557142544490 | -
998 1407 7987 11260 1 |  |  | 133964271 134217541 133955584 | 1 0 0 | 255 | 12103557142544490 | -
998 1407 7988 11260 1 |  |  | 134113775 134217573 134105380 | 1 0 0 | 255 | 12103557142544490 | -
998 1407 7989 11260 1 | WallW,collideW,cutW | 9=0,70=15,149=0,157=0,172=4 | 134001663 134217687 133993033 | 1 0 0 | 255 | 12103557142544486 | -
998 1407 7990 11260 1 |  |  | 133964271 134217549 133955584 | 1 0 0 | 255 | 12103557142544486 | -
998 1407 7991 11260 1 |  |  | 134113775 134217573 57409536 | 1 0 0 | 31 | 12103557142544486 | -
998 1407 7984 11261 1 | exterior |  | 134151151 134217581 76695844 | 0 0 0 | 241 | -1 | -
998 1407 7985 11261 1 | WallW,collideW,cutW | 70=14,149=0 | 134001663 134217687 133993033 | 1 0 0 | 255 | 12103557142544490 | -
998 1407 7986 11261 1 |  |  | 133964271 134217549 133955584 | 1 0 0 | 255 | 12103557142544490 | -
998 1407 7987 11261 1 |  |  | 133964271 134217541 133955584 | 1 0 0 | 255 | 12103557142544490 | -
998 1407 7988 11261 1 |  |  | 134113775 134217573 134105380 | 1 0 0 | 255 | 12103557142544490 | -
998 1407 7989 11261 1 | WallW,collideW,cutW | 9=0,70=15,149=0,157=0,172=4 | 134001663 134217687 133993033 | 1 0 0 | 255 | 12103557142544486 | -
998 1407 7990 11261 1 |  |  | 133964271 134217549 133955584 | 1 0 0 | 255 | 12103557142544486 | -
998 1407 7991 11261 1 |  |  | 134113775 134217573 57409536 | 1 0 0 | 31 | 12103557142544486 | -
998 1407 7984 11262 1 | exterior |  | 134151151 134217581 76695844 | 0 0 0 | 241 | -1 | -
998 1407 7985 11262 1 | WallW,collideW,cutW | 70=14,149=0 | 134001663 134217559 133993033 | 1 0 0 | 255 | 12103557142544490 | -
998 1407 7986 11262 1 |  |  | 133964271 134217549 133955584 | 1 0 0 | 255 | 12103557142544490 | -
998 1407 7987 11262 1 |  |  | 133964271 134217541 133955584 | 1 0 0 | 255 | 12103557142544490 | -
998 1407 7988 11262 1 |  |  | 134113775 134217573 134105380 | 1 0 0 | 255 | 12103557142544490 | -
998 1407 7989 11262 1 | WallW,collideW,cutW | 9=0,70=15,149=0,157=0,172=4 | 134001663 134217687 133993033 | 1 0 0 | 255 | 12103557142544486 | -
998 1407 7990 11262 1 |  |  | 133964271 134217549 133955584 | 1 0 0 | 255 | 12103557142544486 | -
998 1407 7991 11262 1 |  |  | 134113775 134217573 57409536 | 1 0 0 | 31 | 12103557142544486 | -
998 1407 7984 11263 1 | exterior |  | 134216687 134217677 9455652 | 0 0 0 | 193 | -1 | -
998 1407 7985 11263 1 | WallW,collideW,cutW | 70=14,149=0 | 134198255 134217671 16519689 | 1 0 0 | 199 | 12103557142544490 | -
998 1407 7986 11263 1 |  |  | 134193647 134217669 16515072 | 1 0 0 | 199 | 12103557142544490 | -
998 1407 7987 11263 1 |  |  | 134193647 134217669 16515072 | 1 0 0 | 199 | 12103557142544490 | -
998 1407 7988 11263 1 |  |  | 134212079 134217701 16533540 | 1 0 0 | 199 | 12103557142544490 | -
998 1407 7989 11263 1 | WallW,attachedW,collideW,cutW | 9=0,35=1,39=0,63=141,70=15,95=1,109=8,118=1,138=238,147=19,149=0,150=1,156=0,157=0,158=0,172=4,174=0,181=0,229=1 | 134198271 134217687 16519689 | 1 0 0 | 199 | 12103557142544486 | -
998 1407 7990 11263 1 |  | 39=0,109=8,174=0,181=0 | 134193647 134217677 16515072 | 1 0 0 | 199 | 12103557142544486 | -
998 1407 7991 11263 1 |  | 39=0,109=8,174=0,181=0 | 134212079 134217701 7077888 | 1 0 0 | 7 | 12103557142544486 | -
998 1407 7984 11256 2 | exterior |  | 134004719 134201167 288 | 0 0 1 | 112 | -1 | -
998 1407 7985 11256 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133967871 134004735 504 | 0 0 1 | 124 | -1 | -
998 1407 7986 11256 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133967871 133967871 504 | 0 0 1 | 124 | -1 | -
998 1407 7987 11256 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133967871 133967871 504 | 0 0 1 | 124 | -1 | -
998 1407 7988 11256 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133967871 133967871 504 | 0 0 1 | 124 | -1 | -
998 1407 7989 11256 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133967871 133967871 504 | 0 0 1 | 124 | -1 | -
998 1407 7990 11256 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133967871 133967871 504 | 0 0 1 | 124 | -1 | -
998 1407 7991 11256 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 134115327 134115327 216 | 0 0 1 | 28 | -1 | -
998 1407 7984 11257 2 | exterior |  | 134001647 134201165 292 | 0 0 1 | 241 | -1 | -
998 1407 7985 11257 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 134001663 511 | 0 0 1 | 255 | -1 | -
998 1407 7986 11257 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 133964287 511 | 0 0 1 | 255 | -1 | -
998 1407 7987 11257 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 133964287 511 | 0 0 1 | 255 | -1 | -
998 1407 7988 11257 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 133964287 511 | 0 0 1 | 255 | -1 | -
998 1407 7989 11257 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 133964287 511 | 0 0 1 | 255 | -1 | -
998 1407 7990 11257 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 133964287 511 | 0 0 1 | 255 | -1 | -
998 1407 7991 11257 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 134113791 134113791 219 | 0 0 1 | 31 | -1 | -
998 1407 7984 11258 2 | exterior |  | 134001647 134201165 292 | 0 0 1 | 241 | -1 | -
998 1407 7985 11258 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 134001663 511 | 0 0 1 | 255 | -1 | -
998 1407 7986 11258 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 133964287 511 | 0 0 1 | 255 | -1 | -
998 1407 7987 11258 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 133964287 511 | 0 0 1 | 255 | -1 | -
998 1407 7988 11258 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 133964287 511 | 0 0 1 | 255 | -1 | -
998 1407 7989 11258 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 133964287 511 | 0 0 1 | 255 | -1 | -
998 1407 7990 11258 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 133964287 511 | 0 0 1 | 255 | -1 | -
998 1407 7991 11258 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 134113791 134113791 219 | 0 0 1 | 31 | -1 | -
998 1407 7984 11259 2 | exterior |  | 134001647 134201165 292 | 0 0 1 | 241 | -1 | -
998 1407 7985 11259 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 134001663 511 | 0 0 1 | 255 | -1 | -
998 1407 7986 11259 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 133964287 511 | 0 0 1 | 255 | -1 | -
998 1407 7987 11259 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 133964287 511 | 0 0 1 | 255 | -1 | -
998 1407 7988 11259 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 133964287 511 | 0 0 1 | 255 | -1 | -
998 1407 7989 11259 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 133964287 511 | 0 0 1 | 255 | -1 | -
998 1407 7990 11259 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 133964287 511 | 0 0 1 | 255 | -1 | -
998 1407 7991 11259 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 134113791 134113791 219 | 0 0 1 | 31 | -1 | -
998 1407 7984 11260 2 | exterior |  | 134001647 134201165 292 | 0 0 1 | 241 | -1 | -
998 1407 7985 11260 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 134001663 511 | 0 0 1 | 255 | -1 | -
998 1407 7986 11260 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 133964287 511 | 0 0 1 | 255 | -1 | -
998 1407 7987 11260 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 133964287 511 | 0 0 1 | 255 | -1 | -
998 1407 7988 11260 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 133964287 511 | 0 0 1 | 255 | -1 | -
998 1407 7989 11260 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 133964287 511 | 0 0 1 | 255 | -1 | -
998 1407 7990 11260 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 133964287 511 | 0 0 1 | 255 | -1 | -
998 1407 7991 11260 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 134113791 134113791 219 | 0 0 1 | 31 | -1 | -
998 1407 7984 11261 2 | exterior |  | 134001647 134201165 292 | 0 0 1 | 241 | -1 | -
998 1407 7985 11261 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 134001663 511 | 0 0 1 | 255 | -1 | -
998 1407 7986 11261 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 133964287 511 | 0 0 1 | 255 | -1 | -
998 1407 7987 11261 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 133964287 511 | 0 0 1 | 255 | -1 | -
998 1407 7988 11261 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 133964287 511 | 0 0 1 | 255 | -1 | -
998 1407 7989 11261 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 133964287 511 | 0 0 1 | 255 | -1 | -
998 1407 7990 11261 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 133964287 511 | 0 0 1 | 255 | -1 | -
998 1407 7991 11261 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 134113791 134113791 219 | 0 0 1 | 31 | -1 | -
998 1407 7984 11262 2 | exterior |  | 134001647 134201165 292 | 0 0 1 | 241 | -1 | -
998 1407 7985 11262 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 134001663 511 | 0 0 1 | 255 | -1 | -
998 1407 7986 11262 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 133964287 511 | 0 0 1 | 255 | -1 | -
998 1407 7987 11262 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 133964287 511 | 0 0 1 | 255 | -1 | -
998 1407 7988 11262 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 133964287 511 | 0 0 1 | 255 | -1 | -
998 1407 7989 11262 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 133964287 511 | 0 0 1 | 255 | -1 | -
998 1407 7990 11262 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 133964287 133964287 511 | 0 0 1 | 255 | -1 | -
998 1407 7991 11262 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 134113791 134113791 219 | 0 0 1 | 31 | -1 | -
998 1407 7984 11263 2 | exterior |  | 134198255 134201293 36 | 0 0 1 | 193 | -1 | -
998 1407 7985 11263 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 134193663 134198271 63 | 0 0 1 | 199 | -1 | -
998 1407 7986 11263 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 134193663 134193663 63 | 0 0 1 | 199 | -1 | -
998 1407 7987 11263 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 134193663 134193663 63 | 0 0 1 | 199 | -1 | -
998 1407 7988 11263 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 134193663 134193663 63 | 0 0 1 | 199 | -1 | -
998 1407 7989 11263 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 134193663 134193663 63 | 0 0 1 | 199 | -1 | -
998 1407 7990 11263 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 134193663 134193663 63 | 0 0 1 | 199 | -1 | -
998 1407 7991 11263 2 | attachedFloor,diamondFloor,exterior,solidfloor |  | 134212095 134212095 27 | 0 0 1 | 7 | -1 | -
# chunk 998 1406 levels 0..2 squares 192
998 1406 7984 11248 0 | attachedFloor,diamondFloor,exterior,solidfloor | 104=10 | 134152191 134152191 75644928 | 0 0 0 | 112 | -1 | @7968,11216
